brand,model,segment,state,purchase_year,price,fuel_type,engine_cc,avg_daily_usage_km,insurance_status,resale_value
Bajaj,Platina 110,Sports,Gujarat,2018,149467.0,Petrol,179.0,46.4,Active,43494.0
TVS,Jupiter,Commuter,Delhi,2017,90612.0,Petrol,106.0,32.9,Active,22487.0
Bajaj,Pulsar 150,Sports,Maharashtra,2023,137807.0,Petrol,230.0,30.3,Expired,78812.0
Honda,SP 125,Commuter,West Bengal,2023,75270.0,Petrol,109.0,27.8,Active,56974.0
Ola Electric,S1 X,Electric,Madhya Pradesh,2018,90007.0,Electric,0.0,30.1,Active,7201.0
Honda,Unicorn,Commuter,Telangana,2025,73279.0,Petrol,123.0,24.7,Expired,55003.0
TVS,Apache RTR 160,Commuter,West Bengal,2017,97426.0,Petrol,123.0,34.9,None,24178.0
Ola Electric,S1 Pro,Electric,Maharashtra,2021,119890.0,Electric,0.0,21.2,Active,22869.0
TVS,Ntorq 125,Commuter,Maharashtra,2021,92975.0,Petrol,114.0,35.3,Active,35533.0
Suzuki,Burgman Street,Commuter,Andhra Pradesh,2019,70989.0,Petrol,102.0,50.3,Active,18443.0
Hero,Glamour,Commuter,Delhi,2017,89359.0,Petrol,108.0,38.8,Active,25784.0
Ola Electric,S1 Pro,Electric,Tamil Nadu,2023,106618.0,Electric,0.0,25.7,Active,43280.0
Suzuki,Access 125,Commuter,Tamil Nadu,2018,119348.0,Petrol,112.0,4.4,Active,30392.0
Honda,Unicorn,Commuter,Bihar,2020,79554.0,Petrol,125.0,26.0,Active,42852.0
Suzuki,Access 125,Commuter,Rajasthan,2023,77705.0,Petrol,116.0,57.7,Active,49347.0
TVS,Sport,Commuter,West Bengal,2017,103434.0,Petrol,103.0,54.9,Active,26337.0
Honda,Hornet 2.0,Commuter,Uttar Pradesh,2018,80256.0,Petrol,121.0,20.9,Expired,37041.0
Yamaha,Fascino 125,Sports,Karnataka,2022,130851.0,Petrol,218.0,9.4,Expired,74272.0
Ather,450S,Electric,Maharashtra,2024,146976.0,Electric,0.0,9.0,Active,89888.0
Honda,SP 125,Commuter,Haryana,2020,78038.0,Petrol,125.0,48.9,None,39054.0
Hero,Glamour,Commuter,Rajasthan,2017,74568.0,Petrol,108.0,23.1,Active,22542.0
KTM,RC 200,Sports,Telangana,2021,314561.0,Petrol,195.0,25.8,None,99679.0
Hero,Passion Pro,Commuter,Karnataka,2025,71112.0,Petrol,106.0,17.5,Active,62894.0
Bajaj,CT 100,Sports,Delhi,2021,120816.0,Petrol,211.0,4.6,Active,57074.0
Honda,Shine,Commuter,Gujarat,2018,110922.0,Petrol,124.0,58.6,Active,53189.0
KTM,Duke 200,Sports,Rajasthan,2020,172874.0,Petrol,175.0,24.1,Active,47843.0
Hero,HF Deluxe,Commuter,Odisha,2020,89066.0,Petrol,115.0,44.6,Active,43335.0
TVS,Raider 125,Commuter,Rajasthan,2018,78886.0,Petrol,105.0,28.1,Expired,21534.0
Honda,SP 125,Commuter,Tamil Nadu,2024,101529.0,Petrol,113.0,36.6,None,71478.0
Royal Enfield,Meteor 350,Cruiser,Rajasthan,2016,285615.0,Petrol,349.0,30.8,Active,139735.0
Ather,450X,Electric,Karnataka,2023,120444.0,Electric,0.0,5.8,Active,55621.0
Hero,Glamour,Commuter,Bihar,2023,86775.0,Petrol,122.0,30.9,None,54258.0
KTM,Duke 200,Sports,Uttar Pradesh,2019,317406.0,Petrol,209.0,30.5,Active,66190.0
Hero,HF Deluxe,Commuter,Gujarat,2025,57592.0,Petrol,124.0,47.1,Active,51597.0
KTM,Duke 390,Sports,West Bengal,2019,267593.0,Petrol,210.0,29.3,Expired,58111.0
Hero,Xtreme 160R,Commuter,Delhi,2016,69046.0,Petrol,113.0,43.1,None,15906.0
Yamaha,FZ-S FI,Sports,Kerala,2018,96676.0,Petrol,181.0,51.2,Active,31726.0
Honda,Shine,Commuter,West Bengal,2025,114572.0,Petrol,108.0,24.0,Active,110056.0
Yamaha,FZ-S FI,Sports,Karnataka,2022,114871.0,Petrol,171.0,33.9,Active,72609.0
Yamaha,FZ-S FI,Sports, Karnataka ,2023,110967.0,Petrol,155.0,26.4,None,59374.0
Bajaj,Pulsar 150,Sports,West Bengal,2020,111938.0,Petrol,194.0,22.1,Active,43198.0
Bajaj,Pulsar 150,Sports,Maharashtra,2024,139790.0,Petrol,243.0,31.5,None,90651.0
Yamaha,Fascino 125,Sports,Tamil Nadu,2017,121171.0,Petrol,182.0,32.8,Active,34429.0
Yamaha,Fascino 125,Sports,Uttar Pradesh,2022,101103.0,Petrol,191.0,25.3,None,54375.0
Royal Enfield,Hunter 350,Cruiser,Maharashtra,2021,280319.0,Petrol,350.0,21.9,Expired,191608.0
Royal Enfield,Classic 350,Cruiser,Maharashtra,2025,351900.0,Petrol,349.0,28.4,Expired,
Royal Enfield,Meteor 350,Cruiser,Tamil Nadu,2018,281914.0,Petrol,349.0,26.7,None,164260.0
TVS,Sport,Commuter,West Bengal,2016,78151.0,Petrol,121.0,37.9,Active,14899.0
Honda,SP 125,Commuter,Andhra Pradesh,2024,110305.0,Petrol,112.0,38.6,Expired,91328.0
Royal Enfield,Meteor 350,Cruiser,West Bengal,2025,348854.0,Petrol,349.0,20.3,Expired,341649.0
TVS,Jupiter,Commuter,Kerala,2016,76485.0,Petrol,103.0,28.3,Active,18387.0
TVS,Sport,Commuter,Rajasthan,2022,79984.0,Petrol,113.0,15.0,Expired,40223.0
Honda,Hornet 2.0,Commuter,Uttar Pradesh,2024,107078.0,Petrol,121.0,31.3,Active,95294.0
Honda,Unicorn,Commuter,Maharashtra,2019,118252.0,Petrol,101.0,32.0,Expired,54764.0
Hero,Splendor Plus,Commuter,Kerala,2021,62811.0,Petrol,118.0,31.5,Active,35794.0
Suzuki,Avenis,Commuter,Odisha,2018,77170.0,Petrol,104.0,48.9,Active,19061.0
Bajaj,Platina 110,Sports,Tamil Nadu,2022,132515.0,Petrol,158.0,14.3,None,60406.0
Hero,Splendor Plus,Commuter,West Bengal,2024,76328.0,Petrol,118.0,56.8,None,49307.0
Bajaj,Pulsar 150,Sports,Telangana,2021,121114.0,Petrol,165.0,39.1,Active,51164.0
Royal Enfield,Classic 350,Cruiser,Maharashtra,2017,322272.0,Petrol,349.0,25.3,Expired,164526.0
Suzuki,Avenis,Commuter,Haryana,2019,115310.0,Petrol,114.0,45.3,Active,27913.0
Royal Enfield,Bullet 350,Cruiser, Punjab ,2019,351690.0,Petrol,350.0,17.4,Expired,204469.0
Honda,Shine,Commuter,Karnataka,2021,114243.0,Petrol,121.0,14.1,Active,72656.0
TVS,Sport,Commuter,Telangana,2020,76639.0,Petrol,102.0,20.2,Expired,29564.0
Honda,SP 125,Commuter,Bihar,2025,77079.0,Petrol,,56.3,Expired,65068.0
TVS,Ntorq 125,Commuter,Kerala,2025,89323.0,Petrol,102.0,53.1,Expired,73535.0
TVS,Sport,Commuter,Gujarat,2016,92985.0,Petrol,100.0,17.6,Active,17747.0
Ola Electric,S1 Air,Electric,Uttar Pradesh,2020,100268.0,Electric,0.0,14.4,Active,14355.0
Ola Electric,S1 Pro,Electric,West Bengal,2022,108738.0,Electric,0.0,23.1,Active,28295.0
TVS,Raider 125,Commuter,Uttar Pradesh,2022,85136.0,Petrol,109.0,45.7,Active,48814.0
Hero,Xtreme 160R,Commuter,Bihar,2024,56503.0,Petrol,125.0,41.6,Expired,43689.0
KTM,RC 200,Sports,Maharashtra,2016,217329.0,Petrol,189.0,39.6,Active,26609.0
Yamaha,Fascino 125,Sports,Bihar,2025,159697.0,Petrol,219.0,,Active,148148.0
Bajaj,CT 100,Sports,Haryana,2018,114065.0,Petrol,159.0,21.7,Active,32408.0
Royal Enfield,Hunter 350,Cruiser,Maharashtra,2018,232222.0,Petrol,349.0,31.3,Active,134751.0
Ather,450X,Electric,Andhra Pradesh,2017,120156.0,Electric,0.0,27.8,Expired,9613.0
Honda,SP 125,Commuter,Madhya Pradesh,2020,77650.0,Petrol,125.0,50.7,Active,40301.0
Suzuki,Burgman Street,Commuter,Bihar,2016,90959.0,Petrol,116.0,31.3,Active,16320.0
Royal Enfield,Hunter 350,Cruiser,Gujarat,2025,182859.0,Petrol,350.0,35.3,Active,190981.0
Bajaj,Platina 110,Sports,Odisha,2018,77526.0,Petrol,180.0,15.2,Active,20729.0
Honda,Activa 6G,Commuter,Maharashtra,2017,67090.0,Petrol,120.0,43.9,Expired,25305.0
TVS,Sport,Commuter,Madhya Pradesh,2016,105640.0,Petrol,122.0,33.9,Active,24369.0
Royal Enfield,Hunter 350,Cruiser,Karnataka,2018,265275.0,Petrol,349.0,2.0,Active,143716.0
TVS,Jupiter,Commuter,Odisha,2024,87369.0,Petrol,118.0,65.1,Expired,67156.0
TVS,Ntorq 125,Commuter,Tamil Nadu,2018,61949.0,Petrol,123.0,44.9,Active,18335.0
TVS,Raider 125,Commuter,Rajasthan,2025,94404.0,Petrol,117.0,23.9,Active,77428.0
Ola Electric,S1 X,Electric,Haryana,2024,118368.0,Electric,0.0,29.1,,61178.0
Honda,Unicorn,Commuter,Tamil Nadu,2018,113821.0,Petrol,120.0,48.7,Active,46089.0
Honda,Unicorn,Commuter,Bihar,2025,67459.0,Petrol,121.0,63.0,Active,66934.0
Hero,Passion Pro,Commuter,Uttar Pradesh,2022,90731.0,Petrol,,36.6,Active,59429.0
TVS,Jupiter,Commuter,Uttar Pradesh,2018,62294.0,Petrol,107.0,48.8,None,16282.0
Hero,Passion Pro,Commuter,Maharashtra,2023,60237.0,Petrol,100.0,45.4,Active,43738.0
TVS,Jupiter,Commuter,Gujarat,2021,106815.0,Petrol,125.0,48.9,Active,56176.0
TVS,Apache RTR 160,Commuter,Uttar Pradesh,2022,81586.0,Petrol,111.0,62.9,Active,46237.0
Bajaj,Pulsar 150,Sports,Uttar Pradesh,2021,84255.0,Petrol,213.0,26.4,None,32143.0
Hero,HF Deluxe,Commuter,Uttar Pradesh,2021,61562.0,Petrol,117.0,32.4,Expired,32811.0
Hero,Glamour,Commuter,Telangana,2019,88335.0,Petrol,110.0,42.0,Expired,35872.0
TVS,Raider 125,Commuter,Punjab,2019,102330.0,Petrol,106.0,53.5,Expired,36866.0
TVS,Jupiter,Commuter,Karnataka,2024,82945.0,Petrol,124.0,30.8,Active,59759.0
Honda,Shine,Commuter, Tamil Nadu ,2018,94638.0,Petrol,106.0,10.6,Expired,40407.0
Hero,Glamour,Commuter,Tamil Nadu,2025,93727.0,Petrol,118.0,25.4,Expired,78013.0
Honda,Shine,Commuter,Tamil Nadu,2021,104410.0,Petrol,121.0,18.4,Expired,53600.0
Honda,Activa 6G,Commuter,Maharashtra,2022,112640.0,Petrol,116.0,28.0,Active,71472.0
Honda,Unicorn,Commuter,Madhya Pradesh,2024,94845.0,Petrol,124.0,32.4,Active,89397.0
Honda,Hornet 2.0,Commuter,Madhya Pradesh,2019,95815.0,Petrol,101.0,49.9,Active,55419.0
Honda,Unicorn,Commuter,Telangana,2024,72908.0,Petrol,109.0,35.3,Expired,54819.0
TVS,Ntorq 125,Commuter,Gujarat,2019,68799.0,Petrol,115.0,38.5,Active,24207.0
Hero,Glamour,Commuter,Karnataka,2023,64458.0,Petrol,112.0,46.7,None,41134.0
Suzuki,Avenis,Commuter,Bihar,2023,90556.0,Petrol,100.0,15.7,Active,57957.0
Yamaha,FZ-S FI,Sports,Maharashtra,2023,124813.0,Petrol,237.0,36.5,None,70606.0
KTM,Duke 390,Sports,West Bengal,2017,193461.0,PETROL,246.0,6.7,Active,28061.0
Bajaj,Platina 110,Sports,Maharashtra,2016,145702.0,Petrol,226.0,4.4,Active,30092.0
TVS,Jupiter,Commuter,Kerala,2016,69499.0,Petrol,112.0,18.4,Active,17159.0
Hero,Splendor Plus,Commuter,Gujarat,2023,61578.0,Petrol,121.0,35.2,Expired,39591.0
Hero,Xtreme 160R,Commuter,Gujarat,2020,71630.0,Petrol,105.0,38.5,Active,32639.0
Hero,Glamour,Commuter,Punjab,2016,71487.0,Petrol,122.0,44.5,Expired,20212.0
Yamaha,Fascino 125,Sports,Maharashtra,2022,174036.0,Petrol,224.0,35.4,Active,109850.0
Suzuki,Burgman Street,Commuter,Punjab,2017,104184.0,Petrol,100.0,25.8,Active,21012.0
Royal Enfield,Meteor 350,Cruiser,Tamil Nadu,2021,192989.0,Petrol,349.0,44.0,Expired,132467.0
Hero,Passion Pro,Commuter,Gujarat,2025,72104.0,Petrol,109.0,,Active,66865.0
Ola Electric,S1 Air,Electric,Gujarat,2017,97389.0,Electric,0.0,19.3,None,7791.0
Royal Enfield,Classic 350,Cruiser,Karnataka,2025,301929.0,Petrol,350.0,17.2,Expired,269855.0
Suzuki,Gixxer,Commuter,Tamil Nadu,2018,93782.0,Petrol,104.0,48.1,Active,
TVS,Apache RTR 160,Commuter,Haryana,2016,99057.0,Petrol,108.0,16.7,Active,22238.0
Hero,Xtreme 160R,Commuter,Tamil Nadu,2024,80264.0,Petrol,111.0,31.0,Active,64944.0
Royal Enfield,Classic 350,Cruiser,Kerala,2024,217704.0,Petrol,349.0,40.7,Active,197988.0
Honda,Shine,Commuter,Rajasthan,2018,112740.0,Petrol,115.0,32.7,Active,48476.0
Honda,Hornet 2.0,Commuter,Rajasthan,2023,85454.0,Petrol,110.0,43.8,Active,70130.0
Yamaha,MT-15,Sports,West Bengal,2024,125846.0,Petrol,195.0,42.1,Active,92057.0
Honda,Hornet 2.0,Commuter,Uttar Pradesh,2019,67319.0,Petrol,114.0,39.0,Active,34427.0
Bajaj,CT 100,Sports,Punjab,2021,100787.0,Petrol,204.0,22.8,None,35916.0
Honda,Activa 6G,Commuter,Uttar Pradesh,2024,90648.0,Petrol,105.0,33.5,Active,77701.0
Bajaj,Pulsar NS200,Sports,Karnataka,2020,128013.0,Petrol,226.0,26.9,Active,50665.0
TVS,Jupiter,Commuter,West Bengal,2017,101023.0,Petrol,116.0,33.0,Expired,25868.0
Yamaha,FZ-S FI,Sports,Karnataka,2019,101050.0,Petrol,151.0,7.5,Expired,37248.0
Bajaj,Pulsar 150,Sports,Karnataka,2016,75804.0,Petrol,234.0,6.2,Active,14851.0
Hero,Splendor Plus,Commuter,Punjab,2017,73610.0,Petrol,102.0,45.0,None,21214.0
Honda,SP 125,Commuter,Rajasthan,2017,104425.0,Petrol,108.0,29.9,Active,43095.0
Hero,Glamour,Commuter,Uttar Pradesh,2017,58340.0,Petrol,112.0,,None,16844.0
Hero,HF Deluxe,Commuter,West Bengal,2023,66784.0,Petrol,,37.6,Active,48690.0
Honda,Shine,Commuter,Madhya Pradesh,2017,91145.0,Petrol,112.0,39.0,Active,36028.0
Yamaha,FZ-S FI,Sports,Gujarat,2019,125784.0,Petrol,180.0,28.0,Active,45709.0
Bajaj,Platina 110,Sports,Tamil Nadu,2023,90744.0,Petrol,222.0,7.6,Active,60811.0
Bajaj,Avenger 160,Sports,Maharashtra,2021,85459.0,Petrol,212.0,32.0,Active,37344.0
Ather,Rizta,Electric,Gujarat,2023,126050.0,Electric,0.0,9.1,Active,60654.0
Royal Enfield,Meteor 350,Cruiser,Andhra Pradesh,2020,326598.0,Petrol,349.0,33.2,Active,216242.0
Ather,Rizta,Electric,Maharashtra,2019,112505.0,Electric,0.0,41.4,Expired,16480.0
Hero,HF Deluxe,Commuter,Uttar Pradesh,2022,63756.0,Petrol,108.0,50.2,None,32506.0
Yamaha,FZ-S FI,Sports,Rajasthan,2020,159966.0,Petrol,250.0,30.3,None,61983.0
Hero,HF Deluxe,Commuter,Uttar Pradesh,2025,63384.0,Petrol,111.0,54.9,Active,50276.0
KTM,Duke 390,Sports,Bihar,2023,227121.0,Petrol,163.0,11.6,Active,111501.0
Royal Enfield,Bullet 350,Cruiser,Maharashtra,2024,211402.0,Petrol,350.0,17.1,Expired,175294.0
Bajaj,Avenger 160,Sports,Maharashtra,2018,148721.0,Petrol,237.0,26.1,Expired,39678.0
Suzuki,Avenis,Commuter,West Bengal,2016,72721.0,Petrol,110.0,29.2,Expired,12129.0
Honda,Unicorn,Commuter,Telangana,2023,117779.0,Petrol,119.0,,None,71577.0
KTM,Duke 200,Sports,Kerala,2018,247081.0,Petrol,208.0,18.9,Active,44671.0
Hero,HF Deluxe,Commuter,Tamil Nadu,2016,87655.0,Petrol,105.0,61.8,Active,25362.0
TVS,Sport,Commuter,Maharashtra,2020,89243.0,Petrol,103.0,42.5,Active,34660.0
Bajaj,Avenger 160,Sports,Andhra Pradesh,2016,102196.0,Petrol,227.0,24.8,Active,21298.0
Honda,Activa 6G,Commuter,Kerala,2024,119877.0,Petrol,108.0,55.5,Expired,99452.0
Ola Electric,S1 X,Electric,Punjab,2017,115316.0,Electric,0.0,26.3,Active,9225.0
TVS,Ntorq 125,Commuter,Gujarat,2019,64078.0,PETROL,102.0,30.7,Active,21984.0
Honda,Hornet 2.0,Commuter,Gujarat,2017,82728.0,Petrol,101.0,45.0,,32219.0
Royal Enfield,Bullet 350,Cruiser,Uttar Pradesh,2022,182534.0,Petrol,350.0,9.7,Expired,129823.0
KTM,Duke 390,Sports,West Bengal,2021,239145.0,Petrol,216.0,22.5,Expired,68672.0
Suzuki,Burgman Street,Commuter,Uttar Pradesh,2016,93468.0,Petrol,101.0,50.7,None,15594.0
Hero,Glamour,Commuter,Tamil Nadu,2021,66815.0,Petrol,123.0,13.0,None,28794.0
Honda,Activa 6G,Commuter,Karnataka,2021,69674.0,Petrol,100.0,45.3,Expired,39901.0
Yamaha,R15 V4,Sports,Uttar Pradesh,2017,145681.0,Petrol,244.0,26.0,Active,44216.0
Royal Enfield,Meteor 350,Cruiser,Punjab,2016,201509.0,Petrol,349.0,37.2,None,79904.0
Honda,Activa 6G,Commuter,Uttar Pradesh,2025,82054.0,Petrol,122.0,38.8,Active,72652.0
Bajaj,Pulsar 150,Sports,Telangana,2024,130192.0,Petrol,153.0,23.2,Expired,101804.0
Yamaha,FZ-S FI,Sports,Tamil Nadu,2025,161186.0,Petrol,161.0,25.7,Expired,146596.0
Honda,Hornet 2.0,Commuter,Tamil Nadu,2021,113360.0,Petrol,105.0,36.4,Active,69984.0
Honda,Shine,Commuter,Tamil Nadu,2025,107586.0,Petrol,121.0,27.1,,92293.0
Honda,Activa 6G,Commuter,Uttar Pradesh,2024,87898.0,Petrol,124.0,56.8,Active,65320.0
Bajaj,Platina 110,Sports,Uttar Pradesh,2025,119584.0,Petrol,213.0,26.8,Active,107577.0
Hero,Xtreme 160R,Commuter,Uttar Pradesh,2018,85528.0,Petrol,122.0,46.2,Active,30518.0
Bajaj,Avenger 160,Sports,Uttar Pradesh,2018,138679.0,Petrol,154.0,16.7,Active,39207.0
Bajaj,Avenger 160,Sports, Punjab ,2025,84630.0,Petrol,228.0,21.5,Active,71192.0
Honda,Shine,Commuter,Bihar,2025,77666.0,Petrol,114.0,9.2,Active,70857.0
Royal Enfield,Bullet 350,Cruiser,Karnataka,2025,331200.0,Petrol,350.0,20.3,Active,288322.0
Yamaha,R15 V4,Sports,Gujarat,2018,139891.0,Petrol,160.0,23.6,Active,48226.0
Honda,Unicorn,Commuter,Punjab,2019,75240.0,Petrol,116.0,33.0,Expired,32639.0
Ather,450X,Electric,Uttar Pradesh,2018,113281.0,Electric,0.0,18.7,Active,10156.0
Hero,Passion Pro,Commuter,Uttar Pradesh,2019,81282.0,Petrol,120.0,26.5,Active,33367.0
Hero,Xtreme 160R,Commuter,Bihar,2022,87724.0,Petrol,113.0,25.4,Active,49224.0
KTM,Duke 390,Sports,Tamil Nadu,2022,270181.0,Petrol,213.0,38.8,Active,112447.0
Bajaj,Pulsar 150,Sports,Uttar Pradesh,2025,138557.0,Petrol,157.0,17.9,Expired,120284.0
Honda,Activa 6G,Commuter,Gujarat,2019,91103.0,Petrol,111.0,42.7,Active,46424.0
Honda,SP 125,Commuter,Madhya Pradesh,2021,100347.0,Petrol,115.0,28.8,None,52781.0
Honda,Shine,Commuter,Telangana,2018,68828.0,Petrol,121.0,25.2,Active,28327.0
Hero,HF Deluxe,Commuter,Kerala,2023,85248.0,Petrol,118.0,46.6,Active,60045.0
Bajaj,Pulsar NS200,Sports,Maharashtra,2016,148192.0,Petrol,181.0,29.3,Active,31778.0
Bajaj,Pulsar 150,Sports,Tamil Nadu,2022,123771.0,Petrol,191.0,15.7,Active,66980.0
Hero,Passion Pro,Commuter,Uttar Pradesh,2017,79328.0,Petrol,124.0,32.1,Active,26825.0
Bajaj,Pulsar 150,Sports,West Bengal,2017,109946.0,Petrol,172.0,15.0,Active,25565.0
Hero,HF Deluxe,Commuter,Karnataka,2021,63427.0,Petrol,118.0,24.4,Active,32356.0
TVS,Jupiter,Commuter,Bihar,2023,92955.0,Petrol,124.0,10.9,Active,61587.0
Hero,Splendor Plus,Commuter,Rajasthan,2017,84149.0,Petrol,102.0,37.0,Active,27316.0
Bajaj,CT 100,Sports,Karnataka,2024,145364.0,Petrol,160.0,37.1,Active,107447.0
Bajaj,Avenger 160,Sports,Andhra Pradesh,2017,144835.0,Petrol,170.0,28.7,Expired,32453.0
Ather,Rizta,Electric,Tamil Nadu,2022,150566.0,Electric,0.0,46.0,,50746.0
Honda,Activa 6G,Commuter,Maharashtra,2020,92259.0,Petrol,124.0,45.5,None,48209.0
Bajaj,Pulsar 150,Sports,Tamil Nadu,2023,127395.0,Petrol,167.0,16.9,Active,77491.0
Honda,Unicorn,Commuter,Tamil Nadu,2024,119106.0,Petrol,115.0,55.1,Active,110652.0
Yamaha,FZ-S FI,Sports,Tamil Nadu,2017,112719.0,Petrol,169.0,21.3,Active,32400.0
Honda,Activa 6G,Commuter,Madhya Pradesh,2023,89688.0,Petrol,107.0,,Expired,60590.0
Honda,Activa 6G,Commuter,Gujarat,2019,65422.0,Petrol,106.0,32.0,Expired,29498.0
Yamaha,MT-15,Sports,Maharashtra,2021,159859.0,Petrol,185.0,2.0,Active,85866.0
Hero,HF Deluxe,Commuter,Andhra Pradesh,2023,80612.0,Petrol,100.0,58.4,Active,50547.0
Honda,SP 125,Commuter,Punjab,2016,90988.0,Petrol,115.0,32.6,Active,34595.0
Bajaj,CT 100,Sports,Tamil Nadu,2022,136956.0,Petrol,161.0,14.3,Active,67858.0
Hero,Xtreme 160R,Commuter,Kerala,2022,83408.0,Petrol,107.0,45.6,Active,48744.0
Yamaha,Fascino 125,Sports,West Bengal,2022,100292.0,Petrol,224.0,36.6,Active,61499.0
Hero,Glamour,Commuter,Maharashtra,2022,75274.0,Petrol,111.0,23.7,Expired,46647.0
Honda,Activa 6G,Commuter,Odisha,2016,95911.0,Petrol,100.0,35.2,Expired,31065.0
Bajaj,Platina 110,Sports,Gujarat,2021,131916.0,Petrol,173.0,21.8,Active,63303.0
Royal Enfield,Classic 350,Cruiser,Maharashtra,2024,343693.0,Petrol,350.0,7.0,Expired,302022.0
Honda,Shine,Commuter,Telangana,2017,72923.0,Petrol,118.0,14.2,None,26219.0
Hero,Passion Pro,Commuter,Karnataka,2023,84688.0,Petrol,112.0,83.3,None,55303.0
Honda,Unicorn,Commuter,Tamil Nadu,2022,101110.0,Petrol,109.0,29.4,Active,68263.0
Royal Enfield,Meteor 350,Cruiser,Maharashtra,2018,223220.0,Petrol,349.0,21.6,Active,130743.0
Bajaj,Pulsar NS200,Sports,Uttar Pradesh,2024,86913.0,Petrol,210.0,8.8,Expired,59776.0
Ather,450X,Electric, Maharashtra ,2020,153996.0,Electric,0.0,2.8,Active,26816.0
Ola Electric,S1 X,Electric,Gujarat,2022,107582.0,Electric,0.0,27.1,,31080.0
TVS,Ntorq 125,Commuter,Madhya Pradesh,2022,78883.0,Petrol,106.0,56.5,None,39798.0
Hero,Splendor Plus,Commuter,Maharashtra,2020,78289.0,Petrol,101.0,38.7,Expired,34469.0
Honda,Activa 6G,Commuter,Tamil Nadu,2025,110476.0,Petrol,121.0,43.6,Active,99814.0
Honda,SP 125,Commuter,Rajasthan,2016,87563.0,Petrol,118.0,35.8,Active,34909.0
Honda,Hornet 2.0,Commuter,Maharashtra,2022,111973.0,Petrol,103.0,34.9,Active,74416.0
Honda,Hornet 2.0,Commuter,Madhya Pradesh,2025,107951.0,Petrol,107.0,21.0,Active,99016.0
Bajaj,Platina 110,Sports,West Bengal,2016,135388.0,Petrol,153.0,9.0,Active,29797.0
Bajaj,Pulsar NS200,Sports,Andhra Pradesh,2018,97973.0,Petrol,226.0,12.3,None,24662.0
Suzuki,Avenis,Commuter,Uttar Pradesh,2017,126637.0,Petrol,102.0,20.9,Expired,22604.0
Yamaha,MT-15,Sports,Delhi,2017,106670.0,Petrol,193.0,11.5,Active,28966.0
Honda,Hornet 2.0,Commuter,Andhra Pradesh,2022,119413.0,Petrol,102.0,,None,72539.0
Bajaj,Platina 110,Sports,Tamil Nadu,2022,90203.0,Petrol,210.0,43.4,Active,49832.0
Bajaj,Pulsar 150,Sports,Delhi,2023,110180.0,Petrol,227.0,29.2,Active,74096.0
Hero,Glamour,Commuter,Karnataka,2021,67795.0,Petrol,123.0,31.8,Expired,33715.0
Ola Electric,S1 X,Electric,Uttar Pradesh,2025,120439.0,Electric,0.0,19.2,Active,94523.0
Royal Enfield,Hunter 350,Cruiser,Rajasthan,2021,342510.0,Petrol,350.0,38.7,Expired,213119.0
Honda,Unicorn,Commuter,Gujarat,2024,101593.0,Petrol,105.0,32.8,Expired,75751.0
Hero,Xtreme 160R,Commuter,Rajasthan,2018,59992.0,Petrol,117.0,30.9,Active,25469.0
Bajaj,Pulsar NS200,Sports,Maharashtra,2016,133033.0,Petrol,158.0,18.1,Active,28352.0
Bajaj,CT 100,Sports,Uttar Pradesh,2019,102188.0,Petrol,190.0,31.6,Active,33270.0
Honda,SP 125,Commuter,Maharashtra,2021,73345.0,Petrol,111.0,35.3,Active,41969.0
TVS,Raider 125,Commuter,West Bengal,2025,73989.0,Petrol,118.0,49.8,Active,67989.0
Ola Electric,S1 X,Electric,Uttar Pradesh,2022,109668.0,Electric,0.0,31.8,Active,27288.0
Honda,Shine,Commuter,West Bengal,2021,67612.0,Petrol,122.0,51.7,Active,41617.0
Honda,Activa 6G,Commuter,Tamil Nadu,2016,111791.0,Petrol,113.0,16.4,Active,40598.0
Honda,Shine,Commuter,Punjab,2023,89688.0,Petrol,125.0,38.0,Expired,58751.0
Honda,Activa 6G,Commuter,Gujarat,2020,109146.0,Petrol,123.0,46.5,Expired,57684.0
Hero,Passion Pro,Commuter,Haryana,2017,89412.0,Petrol,113.0,17.3,Expired,26415.0
Honda,Hornet 2.0,Commuter,Gujarat,2024,71918.0,Petrol,122.0,48.7,Expired,57624.0
Hero,Glamour,Commuter,Rajasthan,2024,72191.0,Petrol,112.0,43.1,Expired,
Bajaj,CT 100,Sports,Tamil Nadu,2023,112641.0,Petrol,197.0,21.6,Expired,68199.0
Honda,SP 125,Commuter,Maharashtra,2022,92012.0,Petrol,117.0,44.8,Active,64755.0
Hero,Glamour,Commuter,Rajasthan,2021,74708.0,Petrol,115.0,40.9,None,35674.0
Bajaj,Pulsar NS200,Sports,Bihar,2020,137502.0,Petrol,229.0,15.9,Active,53500.0
TVS,Apache RTR 160,Commuter,Telangana,2020,69472.0,PETROL,118.0,32.1,Active,30857.0
TVS,Raider 125,Commuter,Rajasthan,2018,86672.0,Petrol,104.0,27.2,Active,25674.0
Honda,Hornet 2.0,Commuter,Uttar Pradesh,2018,79003.0,Petrol,106.0,19.5,Active,35603.0
Bajaj,Pulsar NS200,Sports,Gujarat,2025,86255.0,Petrol,174.0,30.9,Expired,71693.0
Hero,HF Deluxe,Commuter,West Bengal,2022,64523.0,Petrol,103.0,46.4,Active,37277.0
KTM,Duke 390,Sports,West Bengal,2020,267859.0,Petrol,238.0,10.5,Expired,71050.0
Honda,SP 125,Commuter,Uttar Pradesh,2022,75825.0,Petrol,110.0,38.3,Expired,47445.0
